Version,Entry.number,Entry.status,Device_Type.name,Device_Model.manufacturer_identifier,Device_Model.model_identifier,Device_Model.hardware_version.version,Device_Model.hardware_version.revision,Device_Model.model_identifier_concatenated_with_hardware_version,Device_Model.firmware_version,SMETS_CHTS Version.Version_number_and_effective_date,GBCS Version.version_number,Manufacturer_Image.hash
Version 2.051 Issued on 21-09-2022,000323,Current,Single Element Electricity Metering Equipment,118F,0000,01,07,00000107,00070400,SMETS V4.2,GBCS Version 3.2,CB0AD69E8669F2268096E1F3F908FD0175EEE3C84FD0FB045A4F18EAC99EC89D
Version 2.051 Issued on 21-09-2022,000324,Current,Single Element Electricity Metering Equipment,118F,0000,02,07,00000207,00070400,SMETS V4.2,GBCS Version 3.2,CB0AD69E8669F2268096E1F3F908FD0175EEE3C84FD0FB045A4F18EAC99EC89D
Version 2.051 Issued on 21-09-2022,000325,Current,Single Element Electricity Metering Equipment,118F,0000,03,01,00000301,00070400,SMETS V4.2,GBCS Version 3.2,CB0AD69E8669F2268096E1F3F908FD0175EEE3C84FD0FB045A4F18EAC99EC89D
Version 2.051 Issued on 21-09-2022,000326,Current,Single Element Electricity Metering Equipment,118F,0000,04,01,00000401,00070400,SMETS V4.2,GBCS Version 3.2,CB0AD69E8669F2268096E1F3F908FD0175EEE3C84FD0FB045A4F18EAC99EC89D
Version 2.051 Issued on 21-09-2022,000327,Current,Twin Element Electricity Metering Equipment,118F,0000,05,01,00000501,00070400,SMETS V4.2,GBCS Version 3.2,CB0AD69E8669F2268096E1F3F908FD0175EEE3C84FD0FB045A4F18EAC99EC89D
Version 2.051 Issued on 21-09-2022,000328,Current,Pre-Payment Interface Device,10E0,0002,00,02,00020002,00011100,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000329,Current,Pre-Payment Interface Device,1128,0003,01,02,00030102,00E70000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000330,Current,Pre-Payment Interface Device,1090,0009,01,00,00090100,05030000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000331,Current,Pre-Payment Interface Device,1090,0008,01,00,00080100,05070000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000332,Current,Pre-Payment Interface Device,1090,0009,01,00,00090100,05070000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000333,Current,Single Element Electricity Metering Equipment,118F,0000,01,00,00000100,00070402,SMETS V4.2,GBCS Version 3.2,0C398421DD13075F6A89409C36C33C5370932D8DC201F11508FED94520A5E934
Version 2.051 Issued on 21-09-2022,000334,Current,Single Element Electricity Metering Equipment,118F,0000,01,07,00000107,00070402,SMETS V4.2,GBCS Version 3.2,0C398421DD13075F6A89409C36C33C5370932D8DC201F11508FED94520A5E934
Version 2.051 Issued on 21-09-2022,000335,Current,Single Element Electricity Metering Equipment,118F,0000,02,07,00000207,00070402,SMETS V4.2,GBCS Version 3.2,0C398421DD13075F6A89409C36C33C5370932D8DC201F11508FED94520A5E934
Version 2.051 Issued on 21-09-2022,000336,Current,Single Element Electricity Metering Equipment,118F,0000,03,01,00000301,00070402,SMETS V4.2,GBCS Version 3.2,0C398421DD13075F6A89409C36C33C5370932D8DC201F11508FED94520A5E934
Version 2.051 Issued on 21-09-2022,000337,Current,Single Element Electricity Metering Equipment,118F,0000,04,01,00000401,00070402,SMETS V4.2,GBCS Version 3.2,0C398421DD13075F6A89409C36C33C5370932D8DC201F11508FED94520A5E934
Version 2.051 Issued on 21-09-2022,000338,Current,Twin Element Electricity Metering Equipment,118F,0000,05,01,00000501,00070402,SMETS V4.2,GBCS Version 3.2,0C398421DD13075F6A89409C36C33C5370932D8DC201F11508FED94520A5E934
Version 2.051 Issued on 21-09-2022,000339,Current,Pre-Payment Interface Device,10E0,0003,05,00,00030500,00020700,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000340,Current,Single Element Electricity Metering Equipment,1063,0005,02,02,00050202,38031302,SMETS V2.0,GBCS Version 1.1,00F59203E72695EAACF98A28106EB357A2BB4D403AEB8D35771760B3166F9F58
Version 2.051 Issued on 21-09-2022,000341,Current,Single Element Electricity Metering Equipment,1063,0005,02,03,00050203,38031302,SMETS V2.0,GBCS Version 1.1,00F59203E72695EAACF98A28106EB357A2BB4D403AEB8D35771760B3166F9F58
Version 2.051 Issued on 21-09-2022,000342,Current,Gas Smart Meter,1192,1111,11,11,11111111,01AF00C0,SMETS V2.0,GBCS Version 1.1,0F68842B541EA89EA2D5CC628AC74FE65C5BC5B7A55EA0A933788FF8D2B5E1AD
Version 2.051 Issued on 21-09-2022,000343,Current,Gas Smart Meter,1192,1111,12,11,11111211,01AF00C0,SMETS V2.0,GBCS Version 1.1,0F68842B541EA89EA2D5CC628AC74FE65C5BC5B7A55EA0A933788FF8D2B5E1AD
Version 2.051 Issued on 21-09-2022,000344,Current,Single Element Electricity Metering Equipment,1063,0003,02,01,00030201,24031302,SMETS V2.0,GBCS Version 1.1,344766C8A750EF1DFE896FA7677F78135E97F1F08BD7C06929ED3FB75E5F715F
Version 2.051 Issued on 21-09-2022,000345,Current,Single Element Electricity Metering Equipment,1063,0003,02,02,00030202,24031302,SMETS V2.0,GBCS Version 1.1,344766C8A750EF1DFE896FA7677F78135E97F1F08BD7C06929ED3FB75E5F715F
Version 2.051 Issued on 21-09-2022,000346,Current,Gas Smart Meter,1028,C901,A5,00,C901A500,0109AC00,SMETS V2.0,GBCS Version 1.1,61525EE62B678CB44537D3CE2A14AB9E84FA5375760F363C9DD7DBA0218FBAF6
Version 2.051 Issued on 21-09-2022,000347,Current,Single Element Electricity Metering Equipment,1031,A0A1,01,3D,A0A1013D,05000000,SMETS V4.2,GBCS Version 3.2,EB6EC08AA122F77E44D161074A6CD8106864CFAA84FF5A80905D1AF47AFC12B9
Version 2.051 Issued on 21-09-2022,000348,Current,Gas Smart Meter,1031,B0A1,01,44,B0A10144,05000000,SMETS V4.2,GBCS Version 3.2,343C39640763E5FA095675F4752D4A35BE745179DADB369F85951007D2B48BBE
Version 2.051 Issued on 21-09-2022,000349,Current,Gas Smart Meter,1057,0575,01,01,05750101,00020211,SMETS V2.0,GBCS Version 1.1,FB88DAE9BAFC921CEDF77ECE4BC31CE7206A8BFEED0305A0E37A8F262CFA82BF
Version 2.051 Issued on 21-09-2022,000350,Current,Gas Smart Meter,1057,0575,01,02,05750102,00020211,SMETS V2.0,GBCS Version 1.1,FB88DAE9BAFC921CEDF77ECE4BC31CE7206A8BFEED0305A0E37A8F262CFA82BF
Version 2.051 Issued on 21-09-2022,000351,Current,Pre-Payment Interface Device,1128,0003,01,02,00030102,804B0000,SMETS V2.0,GBCS Version 1.1,
Version 2.051 Issued on 21-09-2022,000352,Current,Single Element Electricity Metering Equipment,106C,10E1,A1,00,10E1A100,0314B600,SMETS V4.2,GBCS Version 3.2,D64CD302319DDB7097FE41A89FC91652C8C4D36B77E69FFD107C89371EE819D6
Version 2.051 Issued on 21-09-2022,000353,Current,Single Element Electricity Metering Equipment,106C,10E2,A1,00,10E2A100,0314B600,SMETS V4.2,GBCS Version 3.2,D64CD302319DDB7097FE41A89FC91652C8C4D36B77E69FFD107C89371EE819D6
Version 2.051 Issued on 21-09-2022,000354,Current,Gas Smart Meter,106C,10F2,A1,00,10F2A100,0309B600,SMETS V4.2,GBCS Version 3.2,735DCD64887CBFF773D1843391597C60A5F826B5284E39A51ED84D3B20AC1414
Version 2.051 Issued on 21-09-2022,000355,Current,Gas Smart Meter,1063,4772,01,01,47720101,03033251,SMETS V4.2,GBCS Version 3.2,D81B47D282D32AB47631E8F5EC7D8EA36E475B706FA2D12A411E8C158CD35FAB
Version 2.051 Issued on 21-09-2022,000356,Current,Single Element Electricity Metering Equipment,106C,12E2,A1,00,12E2A100,0314B600,SMETS V4.2,GBCS Version 3.2,D64CD302319DDB7097FE41A89FC91652C8C4D36B77E69FFD107C89371EE819D6
Version 2.051 Issued on 21-09-2022,000357,Current,Pre-Payment Interface Device,10E0,000B,01,00,000B0100,00020002,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000358,Current,Pre-Payment Interface Device,10E0,0009,01,00,00090100,00020002,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000359,Current,Pre-Payment Interface Device,10E0,000E,00,01,000E0001,00020002,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000360,Current,Polyphase Electricity Metering Equipment,118F,0000,06,01,00000601,00070600,SMETS V4.2,GBCS Version 3.2,A59A555A0B809F56A2C0D2C9743BB40F437E738109C06ECAB693AA2C3215669F
Version 2.051 Issued on 21-09-2022,000361,Current,Polyphase Electricity Metering Equipment,118F,0000,07,01,00000701,00070600,SMETS V4.2,GBCS Version 3.2,A59A555A0B809F56A2C0D2C9743BB40F437E738109C06ECAB693AA2C3215669F
Version 2.051 Issued on 21-09-2022,000362,Current,Polyphase Electricity Metering Equipment,118F,0000,08,01,00000801,00070600,SMETS V4.2,GBCS Version 3.2,A59A555A0B809F56A2C0D2C9743BB40F437E738109C06ECAB693AA2C3215669F
Version 2.051 Issued on 21-09-2022,000363,Current,Communications Hub,106C,4331,00,AC,433100AC,2020CB22,CHTS V1.1,GBCS Version 2.0,0289A73737A049F2C39A681A2001AA7C914ED7CDBFDBCB36D9814821728BBAE2
Version 2.051 Issued on 21-09-2022,000364,Current,Communications Hub,106C,4331,00,AD,433100AD,2020CB22,CHTS V1.1,GBCS Version 2.0,0289A73737A049F2C39A681A2001AA7C914ED7CDBFDBCB36D9814821728BBAE2
Version 2.051 Issued on 21-09-2022,000365,Current,Communications Hub,106C,4331,00,AE,433100AE,2020CB22,CHTS V1.1,GBCS Version 2.0,0289A73737A049F2C39A681A2001AA7C914ED7CDBFDBCB36D9814821728BBAE2
Version 2.051 Issued on 21-09-2022,000366,Current,Communications Hub,1072,5731,01,00,57310100,030A0007,CHTS V1.1,GBCS Version 2.1,7897B4B0B73C5D55AFFF6BB35FC7522C10CA61F45C44A9EA61CE50D30972373C
Version 2.051 Issued on 21-09-2022,000367,Current,Communications Hub,1072,5731,01,01,57310101,030A0007,CHTS V1.1,GBCS Version 2.1,7897B4B0B73C5D55AFFF6BB35FC7522C10CA61F45C44A9EA61CE50D30972373C
Version 2.051 Issued on 21-09-2022,000368,Current,Communications Hub,1072,5731,01,02,57310102,030A0007,CHTS V1.1,GBCS Version 2.1,7897B4B0B73C5D55AFFF6BB35FC7522C10CA61F45C44A9EA61CE50D30972373C
Version 2.051 Issued on 21-09-2022,000369,Current,Pre-Payment Interface Device,1128,0003,01,02,00030102,804F0000,SMETS V2.0,GBCS Version 1.1,
Version 2.051 Issued on 21-09-2022,000370,Current,Gas Smart Meter,1192,1111,11,11,11111111,01B200C0,SMETS V2.0,GBCS Version 1.1,5CA4F8AB7DB2ABED81965750D28F9217B7CB1BCA4FD584284F6E5EACE57E36C3
Version 2.051 Issued on 21-09-2022,000371,Current,Gas Smart Meter,1192,1111,12,11,11111211,01B200C0,SMETS V2.0,GBCS Version 1.1,5CA4F8AB7DB2ABED81965750D28F9217B7CB1BCA4FD584284F6E5EACE57E36C3
Version 2.051 Issued on 21-09-2022,000372,Current,Communications Hub,1072,5732,01,01,57320101,010D0002,CHTS V1.1,GBCS Version 2.1,EFF712D16CB8E461471A1E676CFFB2A1D0D7126B797D4170C8F095FD494F3D47
Version 2.051 Issued on 21-09-2022,000373,Current,Single Element Electricity Metering Equipment,1028,D700,01,03,D7000103,049B0509,SMETS V4.2,GBCS Version 3.2,1BFC4B200124920F4319CFDA0AC6803A4E2CA375C3FD8745F4376DD38D94C15A
Version 2.051 Issued on 21-09-2022,000374,Current,Single Element Electricity Metering Equipment,1028,D700,01,03,D7000103,05150509,SMETS V4.2,GBCS Version 3.2,4587EB7519DEA887308A15C17F8232D21D54AD7F5492DE5A2D52E968D4090A7E
Version 2.051 Issued on 21-09-2022,000375,Current,Single Element Electricity Metering Equipment,1028,D700,01,05,D7000105,049B0509,SMETS V4.2,GBCS Version 3.2,1BFC4B200124920F4319CFDA0AC6803A4E2CA375C3FD8745F4376DD38D94C15A
Version 2.051 Issued on 21-09-2022,000376,Current,Single Element Electricity Metering Equipment,1028,D700,01,05,D7000105,05150509,SMETS V4.2,GBCS Version 3.2,4587EB7519DEA887308A15C17F8232D21D54AD7F5492DE5A2D52E968D4090A7E
Version 2.051 Issued on 21-09-2022,000377,Current,Communications Hub,1031,C7A1,02,01,C7A10201,C7A10001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000378,Current,Single Element Electricity Metering Equipment,1031,C0A1,01,02,C0A10102,C0A10001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000379,Current,Gas Smart Meter,1031,C4A1,05,01,C4A10501,C4A10001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000380,Current,Pre-Payment Interface Device,1031,C6A2,02,01,C6A20201,C6A20001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000381,Current,Communications Hub,106C,4332,00,CD,433200CD,20C0C760,CHTS V1.1,GBCS Version 2.0,DEDDD6384631F49CC68C93510C16665F5E118676F4061FC7496FA24F436AE9FE
Version 2.051 Issued on 21-09-2022,000382,Current,Pre-Payment Interface Device,10E0,0002,00,02,00020002,00011200,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000383,Current,Communications Hub,118F,1101,10,11,11011011,0003030D,SMETS V1.2,GBCS Version 0.0,4351D40B04781E8277799527475621E815099DBC68ECE969238EC078A370D1D8
Version 2.051 Issued on 21-09-2022,000384,Current,Single Element Electricity Metering Equipment,118F,0002,02,00,00020200,00030306,SMETS V1.2,GBCS Version 0.0,B61C5722EFB73CAF489F4A4513A30CB544A5CE35ABC0EB75A4E6336CB3FCB9A3
Version 2.051 Issued on 21-09-2022,000385,Current,Gas Smart Meter,1015,09B3,1F,00,09B31F00,2403062A,SMETS V1.2,GBCS Version 0.0,0874800CD9C2DE268B0CAE2F4BBC42A6B13D099DA39E853905F4760D22E2B3DE
Version 2.051 Issued on 21-09-2022,000386,Current,Single Element Electricity Metering Equipment,118F,0000,03,01,00000301,00070602,SMETS V4.2,GBCS Version 3.2,51F3B57AC7384EE9FE4BC221AFDB5468EF1071479D650A61A2337A480CB41806
Version 2.051 Issued on 21-09-2022,000387,Current,Single Element Electricity Metering Equipment,118F,0000,04,01,00000401,00070602,SMETS V4.2,GBCS Version 3.2,51F3B57AC7384EE9FE4BC221AFDB5468EF1071479D650A61A2337A480CB41806
Version 2.051 Issued on 21-09-2022,000388,Current,Polyphase Electricity Metering Equipment,118F,0000,06,01,00000601,00070602,SMETS V4.2,GBCS Version 3.2,51F3B57AC7384EE9FE4BC221AFDB5468EF1071479D650A61A2337A480CB41806
Version 2.051 Issued on 21-09-2022,000389,Current,Polyphase Electricity Metering Equipment,118F,0000,07,01,00000701,00070602,SMETS V4.2,GBCS Version 3.2,51F3B57AC7384EE9FE4BC221AFDB5468EF1071479D650A61A2337A480CB41806
Version 2.051 Issued on 21-09-2022,000390,Current,Polyphase Electricity Metering Equipment,118F,0000,08,01,00000801,00070602,SMETS V4.2,GBCS Version 3.2,51F3B57AC7384EE9FE4BC221AFDB5468EF1071479D650A61A2337A480CB41806
Version 2.051 Issued on 21-09-2022,000391,Current,Single Element Electricity Metering Equipment,118F,0000,02,07,00000207,00070602,SMETS V4.2,GBCS Version 3.2,51F3B57AC7384EE9FE4BC221AFDB5468EF1071479D650A61A2337A480CB41806
Version 2.051 Issued on 21-09-2022,000392,Current,Single Element Electricity Metering Equipment,118F,0000,01,07,00000107,00070602,SMETS V4.2,GBCS Version 3.2,51F3B57AC7384EE9FE4BC221AFDB5468EF1071479D650A61A2337A480CB41806
Version 2.051 Issued on 21-09-2022,000393,Current,Single Element Electricity Metering Equipment,118F,0000,01,00,00000100,00070602,SMETS V4.2,GBCS Version 3.2,51F3B57AC7384EE9FE4BC221AFDB5468EF1071479D650A61A2337A480CB41806
Version 2.051 Issued on 21-09-2022,000394,Current,Pre-Payment Interface Device,1090,0003,01,00,00030100,10210900,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000395,Current,Pre-Payment Interface Device,1090,0003,01,00,00030100,10210949,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000396,Current,Gas Smart Meter,1057,0574,01,01,05740101,00005089,SMETS V1.2,GBCS Version 0.0,D5BB66E56FC6EAEB2207F3E43073D8CA3D5423D51031868C97A4EFBF37198D74
Version 2.051 Issued on 21-09-2022,000397,Current,Gas Smart Meter,1015,09B3,1F,00,09B31F00,22030629,SMETS V1.2,GBCS Version 0.0,E023F32D5C4E5C8C06C7945F1D46A2EAF4790948395487C2F161F984F654F468
Version 2.051 Issued on 21-09-2022,000398,Current,Pre-Payment Interface Device,1090,0007,01,00,00070100,04070700,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000399,Current,Pre-Payment Interface Device,10E0,0003,05,00,00030500,00000404,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000400,Current,Pre-Payment Interface Device,10E0,0003,05,00,00030500,00000501,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000401,Current,Pre-Payment Interface Device,10E0,0001,01,00,00010100,00000007,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000402,Current,Pre-Payment Interface Device,10E0,0001,01,00,00010100,0000000B,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000403,Current,Pre-Payment Interface Device,10E0,0001,01,00,00010100,0000000E,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000404,Current,Pre-Payment Interface Device,10E0,0001,01,00,00010100,0000000F,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000405,Current,Pre-Payment Interface Device,10E0,0001,01,00,00010100,00010100,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000406,Current,Pre-Payment Interface Device,10E0,0001,01,00,00010100,00020300,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000407,Current,Pre-Payment Interface Device,10E0,0003,05,00,00030500,00020800,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000408,Current,Pre-Payment Interface Device,10E0,0003,05,00,00030500,00020A00,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000409,Current,Pre-Payment Interface Device,1128,0003,01,02,00030102,FF670000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000410,Current,Pre-Payment Interface Device,1128,0003,01,02,00030102,FF6F0000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000411,Current,Pre-Payment Interface Device,1128,0003,01,02,00030102,FF730000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000412,Current,Pre-Payment Interface Device,1128,0003,01,02,00030102,005B0000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000413,Current,Pre-Payment Interface Device,1128,0003,01,02,00030102,00870000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000414,Current,Pre-Payment Interface Device,1128,0003,01,02,00030102,00AF0000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000415,Current,Communications Hub,1086,5531,04,00,55310400,0C230000,CHTS V1.1,GBCS Version 2.1,313CB286B1D872D9A70412BFADFEC55E788993B807CB3CEE211A745D3D325DBF
Version 2.051 Issued on 21-09-2022,000416,Current,Communications Hub,1086,5532,04,00,55320400,0C230000,CHTS V1.1,GBCS Version 2.1,313CB286B1D872D9A70412BFADFEC55E788993B807CB3CEE211A745D3D325DBF
Version 2.051 Issued on 21-09-2022,000417,Current,Communications Hub,1086,5534,04,00,55340400,0C230000,CHTS V1.1,GBCS Version 2.1,313CB286B1D872D9A70412BFADFEC55E788993B807CB3CEE211A745D3D325DBF
Version 2.051 Issued on 21-09-2022,000418,Current,Pre-Payment Interface Device,1090,0008,01,00,00080100,05070100,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000419,Current,Single Element Electricity Metering Equipment,1125,3132,41,31,31324131,12099716,SMETS V2.0,GBCS Version 1.1,54DD179B44A2635C9C96A6D42DDCE5193C42D2B3907A56AEECE9C6EFB5D767D1
Version 2.051 Issued on 21-09-2022,000420,Current,Single Element Electricity Metering Equipment,1125,3133,43,30,31334330,12099716,SMETS V2.0,GBCS Version 1.1,54DD179B44A2635C9C96A6D42DDCE5193C42D2B3907A56AEECE9C6EFB5D767D1
Version 2.051 Issued on 21-09-2022,000421,Current,Pre-Payment Interface Device,10E0,000C,00,01,000C0001,00010302,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000422,Current,HAN Connected Auxiliary Load Control Switch,119A,0001,02,2A,0001022A,01000009,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000423,Current,Pre-Payment Interface Device,10E0,0003,05,00,00030500,00020500,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000424,Current,Pre-Payment Interface Device,10E0,0001,01,00,00010100,00000009,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000425,Current,Pre-Payment Interface Device,1090,0007,01,00,00070100,01170001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000426,Current,Pre-Payment Interface Device,1090,0007,01,00,00070100,04040001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000427,Current,Pre-Payment Interface Device,1090,0007,01,00,00070100,01140001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000428,Current,Communications Hub,1057,0110,00,07,01100007,2EDBF707,SMETS V1.2,GBCS Version 0.0,D30FF86EF17E1062765A3CE25A76A38C4D482087AB91714174235E9EA7A55694
Version 2.051 Issued on 21-09-2022,000429,Current,Communications Hub,1057,0110,00,07,01100007,2EDBE507,SMETS V1.2,GBCS Version 0.0,FE6FD29BEC80CCC9B71797F24EC46F37C1D0B7B4FEED24CBF7F8F1A7948C2911
Version 2.051 Issued on 21-09-2022,000430,Current,Pre-Payment Interface Device,10E0,0008,08,00,00080800,00030000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000431,Current,Pre-Payment Interface Device,10E0,000F,00,01,000F0001,00010000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000432,Current,Gas Smart Meter,106C,10F2,A1,00,10F2A100,0309B610,SMETS V4.2,GBCS Version 3.2,D1AC82C46A70B63CF3F44C509F195BE9F40A7053586916F61341D98B13B25EEC
Version 2.051 Issued on 21-09-2022,000433,Current,Single Element Electricity Metering Equipment,1057,0000,02,01,00000201,09024007,SMETS V4.2,GBCS Version 3.2,FA1BC995B0D7193915551F492CCF4F3464AF8A528AB54350EAD9934C8975A6B9
Version 2.051 Issued on 21-09-2022,000434,Current,Gas Smart Meter,1028,C901,A5,00,C901A500,0309B600,SMETS V4.2,GBCS Version 3.2,B7385BA14FBAEDD9C2672BA225F422D9393FD0957E38353EE7FAC5D85C4431DC
Version 2.051 Issued on 21-09-2022,000435,Current,Single Element Electricity Metering Equipment,1063,0005,02,03,00050203,38040106,SMETS V4.2,GBCS Version 3.2,B7D118B7030CE67D9CE43816E39B8F784DB1182888513ACAB69B8126E4016B1E
Version 2.051 Issued on 21-09-2022,000436,Current,Gas Smart Meter,1063,4782,01,01,47820101,15015131,SMETS V4.2,GBCS Version 3.2,9B7D515D0F0176FE1AAC211B1862E5E726502D4B65B081BEEDF903BBDFABBE65
Version 2.051 Issued on 21-09-2022,000437,Current,Gas Smart Meter,1192,1111,11,11,11111111,01C000D0,SMETS V4.2,GBCS Version 3.2,20DA45A45AB55AFF3E063D8FA0AB81175C5F204A79A9A881C0B0FD9AA74A8573
Version 2.051 Issued on 21-09-2022,000438,Current,Gas Smart Meter,1192,1111,12,11,11111211,01C000D0,SMETS V4.2,GBCS Version 3.2,20DA45A45AB55AFF3E063D8FA0AB81175C5F204A79A9A881C0B0FD9AA74A8573
Version 2.051 Issued on 21-09-2022,000439,Current,Gas Smart Meter,123E,0000,03,00,00000300,04080605,SMETS V4.2,GBCS Version 3.2,9E3988AB52C3AC27C756F4B4C81FFEF9DDFC173EEB7C0C423B5C02D1D8B8B0EF
Version 2.051 Issued on 21-09-2022,000440,Current,Gas Smart Meter,123E,0000,09,00,00000900,04080605,SMETS V4.2,GBCS Version 3.2,9E3988AB52C3AC27C756F4B4C81FFEF9DDFC173EEB7C0C423B5C02D1D8B8B0EF
Version 2.051 Issued on 21-09-2022,000441,Current,Pre-Payment Interface Device,1031,C6A1,01,01,C6A10101,C6A10002,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000442,Current,Pre-Payment Interface Device,1031,C6A1,01,01,C6A10101,C6A10003,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000443,Current,Pre-Payment Interface Device,1031,C6A1,01,01,C6A10101,C6A10004,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000444,Current,Pre-Payment Interface Device,1031,C6A1,01,01,C6A10101,C6A10006,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000445,Current,Pre-Payment Interface Device,1031,C6A1,01,01,C6A10101,C6A10009,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000446,Current,Pre-Payment Interface Device,1031,C6A2,02,01,C6A20201,C6A20FFD,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000447,Current,Pre-Payment Interface Device,1031,C6A2,02,01,C6A20201,C6A20FFE,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000448,Current,Pre-Payment Interface Device,1031,C6A2,02,01,C6A20201,C6A20FFF,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000449,Current,Pre-Payment Interface Device,1031,C6A1,01,01,C6A10101,C6A1000B,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000450,Current,Pre-Payment Interface Device,1031,C6A3,03,01,C6A30301,C6A30003,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000451,Current,Communications Hub,1031,C7A1,01,01,C7A10101,C7A10001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000452,Current,Single Element Electricity Metering Equipment,1031,C0A1,01,01,C0A10101,C0A10001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000453,Current,Communications Hub,1086,5431,22,52,54312252,0C240000,CHTS V1.1,GBCS Version 2.1,401D84FEF2AC2379AEBBE023FC5A80AB7706C30679D720FEB6AA39BF9E0C56AE
Version 2.051 Issued on 21-09-2022,000454,Current,Communications Hub,1086,5431,1F,52,54311F52,0C240000,CHTS V1.1,GBCS Version 2.1,401D84FEF2AC2379AEBBE023FC5A80AB7706C30679D720FEB6AA39BF9E0C56AE
Version 2.051 Issued on 21-09-2022,000455,Current,Communications Hub,1086,5432,23,52,54322352,0C240000,CHTS V1.1,GBCS Version 2.1,401D84FEF2AC2379AEBBE023FC5A80AB7706C30679D720FEB6AA39BF9E0C56AE
