Version,Entry.number,Entry.status,Device_Type.name,Device_Model.manufacturer_identifier,Device_Model.model_identifier,Device_Model.hardware_version.version,Device_Model.hardware_version.revision,Device_Model.model_identifier_concatenated_with_hardware_version,Device_Model.firmware_version,SMETS_CHTS Version.Version_number_and_effective_date,GBCS Version.version_number,Manufacturer_Image.hash
Version 2.051 Issued on 21-09-2022,000199,Current,Single Element Electricity Metering Equipment,1063,0005,02,02,00050202,38031000,SMETS V2.0,GBCS Version 1.1,C37D9983540BB589CC3951B700B95E5E5FC4075D127324222DA7DF7B8E7C2D42
Version 2.051 Issued on 21-09-2022,000200,Current,Communications Hub,1072,5731,01,01,57310101,02130003,CHTS V1.0,GBCS Version 1.1,E6C2C011E4351C85E607F1B5288F43A926E60F27B27447C8407E99CDDF32D268
Version 2.051 Issued on 21-09-2022,000201,Current,Single Element Electricity Metering Equipment,118F,0000,01,00,00000100,00060400,SMETS V3.1,GBCS Version 2.1,6717EDB2891CCFCBA493A190506E221EC7D4043DAF37D4BB68F5A6EFDA929E52
Version 2.051 Issued on 21-09-2022,000202,Current,Pre-Payment Interface Device,1090,0007,01,00,00070100,04040000,SMETS V3.1,GBCS Version 2.1,
Version 2.051 Issued on 21-09-2022,000203,Current,Pre-Payment Interface Device,1090,0009,01,00,00090100,05030000,SMETS V3.1,GBCS Version 2.1,
Version 2.051 Issued on 21-09-2022,000204,Current,Pre-Payment Interface Device,10E0,000B,01,00,000B0100,00010000,SMETS V3.1,GBCS Version 2.1,
Version 2.051 Issued on 21-09-2022,000205,Current,Gas Smart Meter,1063,4772,01,01,47720101,03033249,SMETS V2.0,GBCS Version 1.1,04A927E4D2A6CB0CEE9F098B38D24D25097984D70270F3F26F7E015B9828F2B7
Version 2.051 Issued on 21-09-2022,000206,Current,Pre-Payment Interface Device,10E0,0009,06,00,00090600,00010100,SMETS V3.1,GBCS Version 2.1,
Version 2.051 Issued on 21-09-2022,000207,Current,Single Element Electricity Metering Equipment,106C,10E1,A1,00,10E1A100,0105A800,SMETS V2.0,GBCS Version 1.1,84DC8B9EE3FB749DE9E6102B7765BAED9D35BC8318A04376B3FCD6D64FDD6486
Version 2.051 Issued on 21-09-2022,000208,Current,Pre-Payment Interface Device,1090,0007,01,00,00070100,04030000,SMETS V3.1,GBCS Version 2.1,
Version 2.051 Issued on 21-09-2022,000209,Current,Single Element Electricity Metering Equipment,118F,0000,01,00,00000100,00060408,SMETS V3.1,GBCS Version 2.1,F935FA4568649C95DCCAAACA034198595B923EA60C0B187831A882204575992D
Version 2.051 Issued on 21-09-2022,000210,Current,Single Element Electricity Metering Equipment,106C,10E2,A1,00,10E2A100,0105A800,SMETS V2.0,GBCS Version 1.1,84DC8B9EE3FB749DE9E6102B7765BAED9D35BC8318A04376B3FCD6D64FDD6486
Version 2.051 Issued on 21-09-2022,000211,Current,Pre-Payment Interface Device,1090,0006,02,00,00060200,31110900,SMETS V3.1,GBCS Version 2.1,
Version 2.051 Issued on 21-09-2022,000212,Current,Single Element Electricity Metering Equipment,1063,0003,02,02,00030202,24031000,SMETS V2.0,GBCS Version 1.1,0EF0E750723E20B50725C2922014F13EA09E76D7D03C7F081F37FCF00246BBA9
Version 2.051 Issued on 21-09-2022,000213,Current,Single Element Electricity Metering Equipment,1063,0003,02,02,00030202,24031002,SMETS V2.0,GBCS Version 1.1,BFB93741F23A05C6632D16211E1B61A9417B21AD5FA1B019E5415D6CBC6AA1C3
Version 2.051 Issued on 21-09-2022,000214,Current,Single Element Electricity Metering Equipment,118F,0000,01,07,00000107,00060408,SMETS V3.1,GBCS Version 2.1,F935FA4568649C95DCCAAACA034198595B923EA60C0B187831A882204575992D
Version 2.051 Issued on 21-09-2022,000215,Current,Gas Smart Meter,1063,4772,01,01,47720101,03034249,SMETS V2.0,GBCS Version 1.1,85C7A02ACA8119CD880AA85ECA48F1598DD0380A17B0463B401675533DCC7AFF
Version 2.051 Issued on 21-09-2022,000216,Current,Single Element Electricity Metering Equipment,106C,10E1,A1,00,10E1A100,0105A900,SMETS V2.0,GBCS Version 1.1,387DBAC2552AF5AFC05425EBB7C9687823E517043945558909AE61E5186F2292
Version 2.051 Issued on 21-09-2022,000217,Current,Gas Smart Meter,106C,10F2,A1,00,10F2A100,0108A900,SMETS V2.0,GBCS Version 1.1,8C3A36C21326FD2EC18DF9B65A2DB39A2DC8D07014B00F0ADE81BEEDDE1DCE95
Version 2.051 Issued on 21-09-2022,000218,Current,Single Element Electricity Metering Equipment,106C,10E2,A1,00,10E2A100,0105A900,SMETS V2.0,GBCS Version 1.1,387DBAC2552AF5AFC05425EBB7C9687823E517043945558909AE61E5186F2292
Version 2.051 Issued on 21-09-2022,000219,Current,Single Element Electricity Metering Equipment,1125,3132,41,31,31324131,12099416,SMETS V2.0,GBCS Version 1.1,D95187D0364B252641DFF95A8D0779A567F7E0FFE9380E08337277FDE9239958
Version 2.051 Issued on 21-09-2022,000220,Current,Gas Smart Meter,1028,2000,00,00,20000000,029210D6,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000221,Current,Communications Hub,1028,0410,01,05,04100105,03335337,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000222,Current,Single Element Electricity Metering Equipment,1028,5678,02,01,56780201,03465317,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000223,Current,Pre-Payment Interface Device,1090,0003,01,00,00030100,1031090F,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000224,Current,Pre-Payment Interface Device,10E0,000B,01,00,000B0100,00010300,SMETS V3.1,GBCS Version 2.1,
Version 2.051 Issued on 21-09-2022,000225,Current,Pre-Payment Interface Device,1090,0003,01,00,00030100,10310915,SMETS V1.2,GBCS Version 0.0,A96FBA4876F3D35ED8418779BC8FC0AEE75AC6F0D460688E54DEFF4898A506B3
Version 2.051 Issued on 21-09-2022,000226,Current,Pre-Payment Interface Device,10E0,0009,06,00,00090600,00010200,SMETS V3.1,GBCS Version 2.1,
Version 2.051 Issued on 21-09-2022,000227,Current,Communications Hub,106C,4331,00,AD,433100AD,1270B8CC,CHTS V1.0,GBCS Version 1.1,F01239E26A4F1848F25C0723BDE36A4C0BE48CA27A221906E2F94CDE16043F3D
Version 2.051 Issued on 21-09-2022,000228,Current,Pre-Payment Interface Device,10E0,0008,08,00,00080800,00020400,SMETS V3.1,GBCS Version 2.1,
Version 2.051 Issued on 21-09-2022,000229,Current,Single Element Electricity Metering Equipment,1063,0005,02,03,00050203,38031002,SMETS V2.0,GBCS Version 1.1,057DDDDB68432990B0A7625100B2054EC501C0066DB52E556D6D6E48846D3748
Version 2.051 Issued on 21-09-2022,000230,Current,Single Element Electricity Metering Equipment,1063,0003,02,01,00030201,24031100,SMETS V2.0,GBCS Version 1.1,D915BEA202256A911DB9C0FB3DEACB3BB00872318A2746506ADB1FCCAED6E084
Version 2.051 Issued on 21-09-2022,000231,Current,Single Element Electricity Metering Equipment,1063,0003,02,02,00030202,24031100,SMETS V2.0,GBCS Version 1.1,D915BEA202256A911DB9C0FB3DEACB3BB00872318A2746506ADB1FCCAED6E084
Version 2.051 Issued on 21-09-2022,000232,Current,Communications Hub,1072,5731,01,00,57310100,030A0001,CHTS V1.1,GBCS Version 2.1,2B57F83FD187C1E4D96E7D56DDE1DECEAC647B4C30F04D26398B4E81012B6891
Version 2.051 Issued on 21-09-2022,000233,Current,Communications Hub,1072,5731,01,01,57310101,030A0001,CHTS V1.1,GBCS Version 2.1,2B57F83FD187C1E4D96E7D56DDE1DECEAC647B4C30F04D26398B4E81012B6891
Version 2.051 Issued on 21-09-2022,000234,Current,Communications Hub,1072,5731,01,02,57310102,030A0001,CHTS V1.1,GBCS Version 2.1,58C7A9F9708D4CF3780B395003A49283FF5FE63C9EABD0E5A341B5B05730287F
Version 2.051 Issued on 21-09-2022,000235,Current,Single Element Electricity Metering Equipment,106C,10E2,A1,00,10E2A100,0105AA00,SMETS V2.0,GBCS Version 1.1,0BC5526A2C932203B8482C25A8A17D4C8F0AE0F8446AEE8A647F916916E2156D
Version 2.051 Issued on 21-09-2022,000236,Current,Single Element Electricity Metering Equipment,1028,D700,01,03,D7000103,0499045C,SMETS V2.0,GBCS Version 1.1,74C583331A0D4BE9177838C9A1B89B458D7E94F62B2127B06A5EF45B35DFA78B
Version 2.051 Issued on 21-09-2022,000237,Current,Pre-Payment Interface Device,1128,0003,01,02,00030102,80430000,SMETS V2.0,GBCS Version 1.1,
Version 2.051 Issued on 21-09-2022,000238,Current,Pre-Payment Interface Device,10E0,0009,06,00,00090600,00010301,SMETS V3.1,GBCS Version 2.1,
Version 2.051 Issued on 21-09-2022,000239,Current,Single Element Electricity Metering Equipment,1063,0005,02,02,00050202,38031100,SMETS V2.0,GBCS Version 1.1,5C0F9FA69A43532FC2DAF5571454B4032314F881419AEC0494720FE59DAEC167
Version 2.051 Issued on 21-09-2022,000240,Current,Single Element Electricity Metering Equipment,1063,0005,02,03,00050203,38031100,SMETS V2.0,GBCS Version 1.1,5C0F9FA69A43532FC2DAF5571454B4032314F881419AEC0494720FE59DAEC167
Version 2.051 Issued on 21-09-2022,000241,Current,Gas Smart Meter,1192,1111,11,11,11111111,01A900C0,SMETS V2.0,GBCS Version 1.1,4C5B1C421601265975A24DF26596C8A1D09698C3127B8BEFD9E467C19F66B0D3
Version 2.051 Issued on 21-09-2022,000242,Current,Gas Smart Meter,1192,1111,12,11,11111211,01A900C0,SMETS V2.0,GBCS Version 1.1,4C5B1C421601265975A24DF26596C8A1D09698C3127B8BEFD9E467C19F66B0D3
Version 2.051 Issued on 21-09-2022,000243,Current,Pre-Payment Interface Device,10E0,0009,06,00,00090600,00010400,SMETS V3.1,GBCS Version 2.1,
Version 2.051 Issued on 21-09-2022,000244,Current,Pre-Payment Interface Device,10E0,0008,08,00,00080800,00020500,SMETS V3.1,GBCS Version 2.1,
Version 2.051 Issued on 21-09-2022,000245,Current,Single Element Electricity Metering Equipment,118F,0000,02,07,00000207,00060408,SMETS V3.1,GBCS Version 2.1,F935FA4568649C95DCCAAACA034198595B923EA60C0B187831A882204575992D
Version 2.051 Issued on 21-09-2022,000246,Current,Communications Hub,106C,4331,00,AE,433100AE,1260A11E,CHTS V1.0,GBCS Version 1.1,1FA0E033D36E707AF2FD32B5E28FBB17ADC0695BFF320B38F1282E54A815261C
Version 2.051 Issued on 21-09-2022,000247,Current,Single Element Electricity Metering Equipment,118F,0000,01,00,00000100,00060600,SMETS V3.1,GBCS Version 2.1,AC537EB566AA0C2C0427C9F77ECDBD70CF75056768FF1EBAAB9B3887652CEF22
Version 2.051 Issued on 21-09-2022,000248,Current,Single Element Electricity Metering Equipment,118F,0000,01,07,00000107,00060600,SMETS V3.1,GBCS Version 2.1,AC537EB566AA0C2C0427C9F77ECDBD70CF75056768FF1EBAAB9B3887652CEF22
Version 2.051 Issued on 21-09-2022,000249,Current,Single Element Electricity Metering Equipment,118F,0000,02,07,00000207,00060600,SMETS V3.1,GBCS Version 2.1,AC537EB566AA0C2C0427C9F77ECDBD70CF75056768FF1EBAAB9B3887652CEF22
Version 2.051 Issued on 21-09-2022,000250,Current,Communications Hub,1086,5431,1F,52,54311F52,0C1D0000,CHTS V1.1,GBCS Version 2.0,61E767621C55F73700857B91B6CE8F6CD9FAB0110A61987B5DEE8931B17F9413
Version 2.051 Issued on 21-09-2022,000251,Current,Communications Hub,1086,5432,20,52,54322052,0C1D0000,CHTS V1.1,GBCS Version 2.0,61E767621C55F73700857B91B6CE8F6CD9FAB0110A61987B5DEE8931B17F9413
Version 2.051 Issued on 21-09-2022,000252,Current,Communications Hub,1086,5434,21,52,54342152,0C1D0000,CHTS V1.1,GBCS Version 2.0,61E767621C55F73700857B91B6CE8F6CD9FAB0110A61987B5DEE8931B17F9413
Version 2.051 Issued on 21-09-2022,000253,Current,Communications Hub,1072,5731,01,01,57310101,02140003,CHTS V1.0,GBCS Version 1.1,DB2BF5BE4F282810301EBDBFE21B3A70A17AE7224B18CA9776EEE595F58318AE
Version 2.051 Issued on 21-09-2022,000254,Current,Gas Smart Meter,1015,09B3,32,00,09B33200,12030A09,SMETS V3.1,GBCS Version 2.1,35CE324E302424E0AF8581DB8720634F119A194CD9CA87203A25D7F6E96EAD40
Version 2.051 Issued on 21-09-2022,000255,Current,Gas Smart Meter,1015,09B3,37,00,09B33700,12030A09,SMETS V3.1,GBCS Version 2.1,35CE324E302424E0AF8581DB8720634F119A194CD9CA87203A25D7F6E96EAD40
Version 2.051 Issued on 21-09-2022,000256,Current,Pre-Payment Interface Device,1090,0007,01,00,00070100,04030100,SMETS V3.1,GBCS Version 2.1,
Version 2.051 Issued on 21-09-2022,000257,Current,Pre-Payment Interface Device,1128,0003,01,02,00030102,80470000,SMETS V2.0 ,GBCS Version 1.1 ,
Version 2.051 Issued on 21-09-2022,000258,Current,Pre-Payment Interface Device,10E0,000C,06,00,000C0600,00010100,SMETS V3.1,GBCS Version 2.1,
Version 2.051 Issued on 21-09-2022,000259,Current,Communications Hub,1086,5431,22,52,54312252,0C1D0000,CHTS V1.1,GBCS Version 2.0,8CEE29B13EC97F6326A7482FFE24BAD9A0B79587B66C81A22702A58629B853DE
Version 2.051 Issued on 21-09-2022,000260,Current,Communications Hub,1086,5432,23,52,54322352,0C1D0000,CHTS V1.1,GBCS Version 2.0,8CEE29B13EC97F6326A7482FFE24BAD9A0B79587B66C81A22702A58629B853DE
Version 2.051 Issued on 21-09-2022,000261,Current,Communications Hub,1086,5434,24,52,54342452,0C1D0000,CHTS V1.1,GBCS Version 2.0,8CEE29B13EC97F6326A7482FFE24BAD9A0B79587B66C81A22702A58629B853DE
Version 2.051 Issued on 21-09-2022,000262,Current,Single Element Electricity Metering Equipment,106C,10E1,A1,00,10E1A100,0105AB00,SMETS V2.0,GBCS Version 1.1,393A923588AF9574B3D5BB43F532320779DD8A4BE06EB813C2166EA3976D86CC
Version 2.051 Issued on 21-09-2022,000263,Current,Single Element Electricity Metering Equipment,106C,10E2,A1,00,10E2A100,0105AB00,SMETS V2.0,GBCS Version 1.1,393A923588AF9574B3D5BB43F532320779DD8A4BE06EB813C2166EA3976D86CC
Version 2.051 Issued on 21-09-2022,000264,Current,Gas Smart Meter,106C,10F2,A1,00,10F2A100,0108AB00,SMETS V2.0,GBCS Version 1.1,E2494EB35409BC818C345BA6B831C0E86B48F687346C7CA95F56DCFFD0D16F7C
Version 2.051 Issued on 21-09-2022,000265,Current,Single Element Electricity Metering Equipment,1057,0000,02,01,00000201,0234F168,SMETS V2.0,GBCS Version 1.1,D879CF9D1D0F4F83B76CFF36B2139CADE28001A5D50E1EF060FBBD0CDD8E36A2
Version 2.051 Issued on 21-09-2022,000266,Current,Pre-Payment Interface Device,10E0,0009,06,00,00090600,00010500,SMETS V3.1,GBCS Version 2.1,
Version 2.051 Issued on 21-09-2022,000267,Current,Pre-Payment Interface Device,10E0,0003,05,00,00030500,00021101,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000268,Current,Communications Hub,1057,0110,01,10,01100110,2EDBE509,SMETS V1.2,GBCS Version 0.0,2CA4A444F94883C702A1F874B08814FDC20509AF2DE217C36282D5E04C86830E
Version 2.051 Issued on 21-09-2022,000269,Current,Communications Hub,1057,0110,01,10,01100110,2EDBE909,SMETS V1.2,GBCS Version 0.0,7A7F10142808EF022EBD799CC27762393FA4E83F9C8F66FA7C43B91E8659AB1D
Version 2.051 Issued on 21-09-2022,000270,Current,Single Element Electricity Metering Equipment,1057,0300,01,01,03000101,0401D8C9,SMETS V1.2,GBCS Version 0.0,EC9E8111584FDAE88912DE2CDD9C01E646000C217BCF14ABF4955B8799B0E284
Version 2.051 Issued on 21-09-2022,000271,Current,Single Element Electricity Metering Equipment,1057,0300,01,01,03000101,0401EB5A,SMETS V1.2,GBCS Version 0.0,D9CDD82BD3BE2DE968C7E261B976F9BD9FF37F6F2BC5ED8262701118F55DCE67
Version 2.051 Issued on 21-09-2022,000272,Current,Gas Smart Meter,1057,0573,00,00,05730000,00000446,SMETS V1.2,GBCS Version 0.0,F16809038A5B00827AC75EFAF869C55DD5CDA63E1BEC747AD542BD9B1702FA58
Version 2.051 Issued on 21-09-2022,000273,Current,Pre-Payment Interface Device,1128,0003,01,02,00030102,01430000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000274,Current,Single Element Electricity Metering Equipment,1063,0005,02,02,00050202,38031200,SMETS V2.0,GBCS Version 1.1,909D05AF93BE4D5FB52EA14169E667A60C4B545EB120349EB845EAC49E75B131
Version 2.051 Issued on 21-09-2022,000275,Current,Single Element Electricity Metering Equipment,1063,0005,02,03,00050203,38031200,SMETS V2.0,GBCS Version 1.1,909D05AF93BE4D5FB52EA14169E667A60C4B545EB120349EB845EAC49E75B131
Version 2.051 Issued on 21-09-2022,000276,Current,Single Element Electricity Metering Equipment,118F,0000,01,00,00000100,00060604,SMETS V3.1,GBCS Version 2.1,AD054545A756FB94F453B4DAA1433EF30BF4F4D1D325CD22AE4ABB3718905084
Version 2.051 Issued on 21-09-2022,000277,Current,Single Element Electricity Metering Equipment,118F,0000,01,07,00000107,00060604,SMETS V3.1,GBCS Version 2.1,AD054545A756FB94F453B4DAA1433EF30BF4F4D1D325CD22AE4ABB3718905084
Version 2.051 Issued on 21-09-2022,000278,Current,Single Element Electricity Metering Equipment,118F,0000,02,07,00000207,00060604,SMETS V3.1,GBCS Version 2.1,AD054545A756FB94F453B4DAA1433EF30BF4F4D1D325CD22AE4ABB3718905084
Version 2.051 Issued on 21-09-2022,000279,Current,Single Element Electricity Metering Equipment,1031,A0A1,01,3D,A0A1013D,04000000,SMETS V3.1,GBCS Version 2.1,1DBCBF23083B013F24D2A2E340D4EDC88D704E8DFA8DD4CC60CC076B6D02C3D6
Version 2.051 Issued on 21-09-2022,000280,Current,Gas Smart Meter,1031,B0A1,01,44,B0A10144,04000000,SMETS V3.1,GBCS Version 2.1,ACE183DB64283428D57A978DECE03643700ACB4191996DDBB4A9F92FC3497031
Version 2.051 Issued on 21-09-2022,000281,Current,Single Element Electricity Metering Equipment,106C,10E2,A1,00,10E2A100,0105AC00,SMETS V2.0,GBCS Version 1.1,CC81B0E2D4434F5993671573590D41B9CDFD814E3951F363FE81E8D1E8BFF514
Version 2.051 Issued on 21-09-2022,000282,Current,Single Element Electricity Metering Equipment,106C,12E2,A1,00,12E2A100,0105AC00,SMETS V2.0,GBCS Version 1.1,CC81B0E2D4434F5993671573590D41B9CDFD814E3951F363FE81E8D1E8BFF514
Version 2.051 Issued on 21-09-2022,000283,Current,Pre-Payment Interface Device,10E0,0009,06,00,00090600,00010600,SMETS V3.1,GBCS Version 2.1,
Version 2.051 Issued on 21-09-2022,000284,Current,Pre-Payment Interface Device,1090,0008,01,00,00080100,05040000,SMETS V3.1,GBCS Version 2.1,
Version 2.051 Issued on 21-09-2022,000285,Current,Communications Hub,1072,5731,01,00,57310100,030A0003,CHTS V1.1,GBCS Version 2.1,78ABE5E671FEA70A8813488507705FA56FE891597DFB56FA2C179480AEB41C9F
Version 2.051 Issued on 21-09-2022,000286,Current,Communications Hub,1072,5731,01,01,57310101,030A0003,CHTS V1.1,GBCS Version 2.1,78ABE5E671FEA70A8813488507705FA56FE891597DFB56FA2C179480AEB41C9F
Version 2.051 Issued on 21-09-2022,000287,Current,Communications Hub,1072,5731,01,02,57310102,030A0003,CHTS V1.1,GBCS Version 2.1,78ABE5E671FEA70A8813488507705FA56FE891597DFB56FA2C179480AEB41C9F
Version 2.051 Issued on 21-09-2022,000288,Current,Gas Smart Meter,1192,1111,11,11,11111111,01AB00C0,SMETS V2.0,GBCS Version 1.1,062AE3232D22C1D19F53C9D1959D8FB9625BB7703954E99DE16994E7333388E1
Version 2.051 Issued on 21-09-2022,000289,Current,Gas Smart Meter,1192,1111,12,11,11111211,01AB00C0,SMETS V2.0,GBCS Version 1.1,062AE3232D22C1D19F53C9D1959D8FB9625BB7703954E99DE16994E7333388E1
Version 2.051 Issued on 21-09-2022,000290,Current,Gas Smart Meter,1192,1111,11,11,11111111,01AD00C0,SMETS V2.0,GBCS Version 1.1,9866CE8A5D951D0051D127B790A1C928E5F7D5EAB20BA1D14A7D44ED658EC5A1
Version 2.051 Issued on 21-09-2022,000291,Current,Gas Smart Meter,1192,1111,12,11,11111211,01AD00C0,SMETS V2.0,GBCS Version 1.1,9866CE8A5D951D0051D127B790A1C928E5F7D5EAB20BA1D14A7D44ED658EC5A1
Version 2.051 Issued on 21-09-2022,000292,Current,Single Element Electricity Metering Equipment,1125,3133,43,30,31334330,12099416,SMETS V2.0,GBCS Version 1.1,D95187D0364B252641DFF95A8D0779A567F7E0FFE9380E08337277FDE9239958
Version 2.051 Issued on 21-09-2022,000293,Current,Single Element Electricity Metering Equipment,118F,0000,01,00,00000100,00070204,SMETS V3.1,GBCS Version 2.1,04D5FA3AFDC51F2CF277B750EC2687C38A4417EC943B925C3B64923157EA4507
Version 2.051 Issued on 21-09-2022,000294,Current,Single Element Electricity Metering Equipment,118F,0000,01,07,00000107,00070204,SMETS V3.1,GBCS Version 2.1,04D5FA3AFDC51F2CF277B750EC2687C38A4417EC943B925C3B64923157EA4507
Version 2.051 Issued on 21-09-2022,000295,Current,Single Element Electricity Metering Equipment,118F,0000,02,01,00000201,00070204,SMETS V3.1,GBCS Version 2.1,04D5FA3AFDC51F2CF277B750EC2687C38A4417EC943B925C3B64923157EA4507
Version 2.051 Issued on 21-09-2022,000296,Current,Single Element Electricity Metering Equipment,118F,0000,03,01,00000301,00070204,SMETS V3.1,GBCS Version 2.1,04D5FA3AFDC51F2CF277B750EC2687C38A4417EC943B925C3B64923157EA4507
Version 2.051 Issued on 21-09-2022,000297,Current,Single Element Electricity Metering Equipment,118F,0000,04,01,00000401,00070204,SMETS V3.1,GBCS Version 2.1,04D5FA3AFDC51F2CF277B750EC2687C38A4417EC943B925C3B64923157EA4507
Version 2.051 Issued on 21-09-2022,000298,Current,Pre-Payment Interface Device,10E0,0008,08,00,00080800,00020600,SMETS V3.1,GBCS Version 2.1,
Version 2.051 Issued on 21-09-2022,000299,Current,Twin Element Electricity Metering Equipment,118F,0000,05,01,00000501,00070204,SMETS V3.1,GBCS Version 2.1,04D5FA3AFDC51F2CF277B750EC2687C38A4417EC943B925C3B64923157EA4507
Version 2.051 Issued on 21-09-2022,000300,Current,Gas Smart Meter,123E,0000,03,00,00000300,01080605,SMETS V4.2,GBCS Version 3.2,32447FF7D7C42A09675D96F4C147FFEA27BDE2319AC9C97CBCBE07D85B0CF3D9
Version 2.051 Issued on 21-09-2022,000301,Current,Single Element Electricity Metering Equipment,1057,0000,02,01,00000201,0234F2AE,SMETS V2.0,GBCS Version 1.1,690E03D882BC2A1FD4B8F2E7BC375324F4B5D69224708EC3AB47E54F1E3097AE
Version 2.051 Issued on 21-09-2022,000302,Current,Pre-Payment Interface Device,1090,0007,01,00,00070100,04070000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,000303,Current,Single Element Electricity Metering Equipment,1125,3132,41,31,31324131,12099616,SMETS V2.0,GBCS Version 1.1,E2998C580804B336E70F78379A824586E2D13A7E85DDAA512ABFBB20F11F32A0
Version 2.051 Issued on 21-09-2022,000304,Current,Single Element Electricity Metering Equipment,1125,3133,43,30,31334330,12099616,SMETS V2.0,GBCS Version 1.1,E2998C580804B336E70F78379A824586E2D13A7E85DDAA512ABFBB20F11F32A0
Version 2.051 Issued on 21-09-2022,000305,Current,Pre-Payment Interface Device,10E0,0003,05,00,00030500,00020801,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,000306,Current,Gas Smart Meter,1192,1111,11,11,11111111,01AE00C0,SMETS V2.0,GBCS Version 1.1,42F498A98035A5EEA3F71FF7919DC488120A7C8DE571A42D2508C87C08D8DBC7
Version 2.051 Issued on 21-09-2022,000307,Current,Gas Smart Meter,1192,1111,12,11,11111211,01AE00C0,SMETS V2.0,GBCS Version 1.1,42F498A98035A5EEA3F71FF7919DC488120A7C8DE571A42D2508C87C08D8DBC7
Version 2.051 Issued on 21-09-2022,000308,Current,Single Element Electricity Metering Equipment,1028,D700,01,03,D7000103,049B045C,SMETS V2.0,GBCS Version 1.1,1EF9DE24236A173B11270DB74C44CDC1FBF382885470E13310633C69E522089D
Version 2.051 Issued on 21-09-2022,000309,Current,Communications Hub,106C,4331,00,AE,433100AE,2020C568,CHTS V1.1,GBCS Version 2.0,0DD877755085825E001CBC9B4587643F9639E6BE58DC17581A18BC384058827D
Version 2.051 Issued on 21-09-2022,000310,Current,Communications Hub,106C,4331,00,AC,433100AC,2020C568,CHTS V1.1,GBCS Version 2.0,0DD877755085825E001CBC9B4587643F9639E6BE58DC17581A18BC384058827D
Version 2.051 Issued on 21-09-2022,000311,Current,Communications Hub,106C,4331,00,AD,433100AD,2020C568,CHTS V1.1,GBCS Version 2.0,0DD877755085825E001CBC9B4587643F9639E6BE58DC17581A18BC384058827D
Version 2.051 Issued on 21-09-2022,000312,Current,Single Element Electricity Metering Equipment,1028,D700,01,05,D7000105,049B045C,SMETS V2.0,GBCS Version 1.1,1EF9DE24236A173B11270DB74C44CDC1FBF382885470E13310633C69E522089D
Version 2.051 Issued on 21-09-2022,000313,Current,Communications Hub,1072,5731,01,00,57310100,030A0005,CHTS V1.1,GBCS Version 2.1,BE211B46A62B0A837BE41418E143E99100FD745A88F61E7A69769F35B7372AF6
Version 2.051 Issued on 21-09-2022,000314,Current,Communications Hub,1072,5731,01,01,57310101,030A0005,CHTS V1.1,GBCS Version 2.1,BE211B46A62B0A837BE41418E143E99100FD745A88F61E7A69769F35B7372AF6
Version 2.051 Issued on 21-09-2022,000315,Current,Communications Hub,1072,5731,01,02,57310102,030A0005,CHTS V1.1,GBCS Version 2.1,BE211B46A62B0A837BE41418E143E99100FD745A88F61E7A69769F35B7372AF6
Version 2.051 Issued on 21-09-2022,000316,Current,Single Element Electricity Metering Equipment,1057,0000,01,01,00000101,0134F2AE,SMETS V2.0,GBCS Version 1.1,A1145FC0C07B313DA1F847A7F636AADD3F05BB27EA3DAFCBB114EB23E87B8681
Version 2.051 Issued on 21-09-2022,000317,Current,Single Element Electricity Metering Equipment,118F,0000,01,00,00000100,00070400,SMETS V3.1,GBCS Version 2.1,CB0AD69E8669F2268096E1F3F908FD0175EEE3C84FD0FB045A4F18EAC99EC89D
Version 2.051 Issued on 21-09-2022,000318,Current,Single Element Electricity Metering Equipment,118F,0000,01,07,00000107,00070400,SMETS V3.1,GBCS Version 2.1,CB0AD69E8669F2268096E1F3F908FD0175EEE3C84FD0FB045A4F18EAC99EC89D
Version 2.051 Issued on 21-09-2022,000319,Current,Single Element Electricity Metering Equipment,118F,0000,02,01,00000201,00070400,SMETS V3.1,GBCS Version 2.1,CB0AD69E8669F2268096E1F3F908FD0175EEE3C84FD0FB045A4F18EAC99EC89D
Version 2.051 Issued on 21-09-2022,000320,Current,Single Element Electricity Metering Equipment,118F,0000,03,01,00000301,00070400,SMETS V3.1,GBCS Version 2.1,CB0AD69E8669F2268096E1F3F908FD0175EEE3C84FD0FB045A4F18EAC99EC89D
Version 2.051 Issued on 21-09-2022,000321,Current,Single Element Electricity Metering Equipment,118F,0000,04,01,00000401,00070400,SMETS V3.1,GBCS Version 2.1,CB0AD69E8669F2268096E1F3F908FD0175EEE3C84FD0FB045A4F18EAC99EC89D
Version 2.051 Issued on 21-09-2022,000322,Current,Single Element Electricity Metering Equipment,118F,0000,01,00,00000100,00070400,SMETS V4.2,GBCS Version 3.2,CB0AD69E8669F2268096E1F3F908FD0175EEE3C84FD0FB045A4F18EAC99EC89D
